Date,Observed,Predicted
2015-05-24,-0.6,-0.5505805052148952
2015-05-26,-0.85,-1.0243087374473847
2015-05-27,-1.0,-0.9676420842851486
2015-05-28,-1.13,-1.0547449525640094
2015-05-30,-0.9,-1.0113232270659633
2015-05-31,-0.8,-0.6984764117023063
2015-06-04,-1.39,-1.1438599637605613
2015-06-11,-1.92,-1.5110274674922755
2015-06-14,-1.73,-1.3423090104034654
2015-06-16,-1.52,-1.4202138227046976
2015-06-17,-1.61,-1.373851390897066
2015-06-19,-1.55,-1.117076881213131
2015-06-28,-1.55,-1.0584871166670533
2015-07-04,-2.15,-0.7814913815429881
2015-07-20,-1.51,-1.1237979854087037
2015-07-21,-1.22,-1.0215471854741494
2015-07-24,-1.16,-1.0468114010182032
2015-07-25,-1.0,-0.9805163799582182
2015-07-27,-1.23,-1.0154708261951129
2015-07-31,-1.65,-0.9632479834758394
2015-08-07,-1.36,-1.1353605738860182
2015-08-15,-1.15,-0.7282834658490621
2015-08-17,-1.79,-1.250701074777665
2015-09-01,-1.06,-1.11701592941625
2015-09-04,-0.95,-1.1473292421789307
2015-09-06,-1.24,-0.9719502107666315
2015-09-08,-1.6,-0.9597452491465683
2015-09-16,-1.16,-1.0621222926128915
2015-09-18,-1.17,-1.1228322601165721
2015-09-20,-1.07,-1.02625678441426
2015-09-29,-0.87,-0.9960049660025343
2015-10-04,-1.01,-0.9697100623925505
2015-10-08,-1.31,-1.0447713747492577
2015-10-09,-1.07,-0.9563564415193049
2015-10-17,-0.92,-0.9748506645450867
2015-10-18,-0.88,-0.9697100623925505
2015-10-25,-0.83,-0.9697100623925505
2015-10-29,-1.07,-1.1602383847198414
2015-11-04,-1.3,-1.1066659081208143
2015-11-07,-0.91,-1.1394917018162312
2015-11-12,-0.82,-1.232803100036717
2015-11-18,-0.9,-1.1181580640802513
2015-11-29,-1.24,-1.1073184221553636
2015-11-30,-1.25,-1.1381195434644533
2015-12-09,-1.18,-1.07700938385324
2015-12-10,-1.18,-1.0576897732205537
2015-12-15,-1.02,-1.1110623961018178
2015-12-19,-0.83,-0.9777735498033299
2015-12-23,-0.95,-1.0083920857888737
2015-12-27,-0.85,-1.0155366778237862
2015-12-30,-0.97,-1.216020411918351
2016-01-06,-1.04,-1.3354381832711433
2016-01-07,-1.23,-1.0351806326584256
2016-01-15,-0.76,-0.8898534442990783
2016-01-16,-0.78,-0.8287321081770898
2016-01-17,-0.68,-0.9050696357839026
2016-01-19,-0.73,-1.033365355352444
2016-01-20,-0.87,-0.9578732631518208
2016-01-27,-0.92,-0.9051222711353578
2016-02-06,-0.73,-0.8518128030498916
2016-02-07,-0.73,-0.8122224019360512
2016-02-12,-0.98,-0.8979934113701916
2016-02-13,-0.69,-0.7170117122709214
2016-02-14,-0.79,-0.7057581593485716
2016-02-16,-0.96,-0.9194382502203395
2016-02-23,-0.85,-0.8477472048523211
2016-03-01,-0.8,-0.7655229838796376
2016-03-05,-0.53,-0.4909207481400171
2016-03-11,-0.85,-0.7456200954093295
2016-03-13,-0.71,-0.4909207481400171
2016-03-15,-0.87,-0.7655229838796376
2016-03-17,-0.75,-0.7913004533018306
2016-03-24,-0.59,-0.7331398390501573
2016-03-30,-0.67,-0.7655229838796376
2016-03-31,-0.6,-0.7331398390501573
2016-04-01,-0.64,-0.677291147576534
2016-04-04,-0.75,-0.6864492293097719
2016-04-06,-0.77,-0.6971940360468419
2016-04-17,-0.36,-0.46956581078939463
2016-04-20,-0.66,-0.7687255083301513
2016-04-25,-0.52,-0.4114249744869575
2016-04-28,-0.63,-0.5724493687205596
2016-05-01,-0.62,-0.7374906909961971
2016-05-02,-0.56,-1.0254042978490048
2016-05-07,-0.5,-0.7177008092742871
2016-05-10,-0.69,-0.9354409454578744
2016-05-11,-0.56,-1.0336595959457053
2016-05-13,-0.32,-1.006884981101871
2016-05-21,-0.47,-0.481030032662226
2016-05-29,-0.8,-0.7374906909961971
2016-05-31,-1.63,-0.9651601709444957
2016-06-04,-0.69,-1.0942344127713368
2016-06-08,-1.0,-0.9784735175195519
2016-06-09,-0.96,-1.1022588860810467
2016-06-13,-1.13,-1.071532424785948
2016-06-15,-0.9,-0.9784735175195519
